datasetId,openFemaDataSet,datasetVersion,name,title,description,type,sortOrder,isSearchable,isNestedObject,isNullable,primaryKey,id,lastRefresh,hash,srid
openfema-74,FimaNfipPolicies,2,reserveFundAssessment,Reserve Fund Assessment,The dollar sum of the reserve fund as reported by the company,integer,42,True,False,True,False,4aecdb12-4cbc-435b-8996-198bc34d0dfc,2024-08-27T19:21:04.454Z,12924350d1b5c7522b2c8fbbe20fd5a7f0319e78,
openfema-74,FimaNfipPolicies,2,communityProbationSurcharge,Community Probation Surcharge,"The probation surcharge amount, in whole dollars, is calculated by the company to rate the policy.
NOTE: A probation surcharge is a flat surcharge that the policyholder must pay on each new or renewed policy issued covering property in a community that the NFIP has placed on probation under the provisions of 44 CFR 59.24",smallint,43,True,False,True,False,418913fd-6fa1-45be-9f65-ecd6e98a9caf,2024-08-27T19:21:04.454Z,b325d188da1426e28c220b8f4d94df58da36e05c,
openfema-74,FimaNfipPolicies,2,premiumPaymentIndicator,Premium Payment Indicator,"The payment mechanism used to purchase a flood insurance policy.
Legal values (value : description):
1: Credit or debit card;
2: Cash or check;",smallint,44,True,False,True,False,d124e84a-d6e2-4e3c-96e9-d6bb7f4f5d58,2024-08-27T19:21:04.454Z,4af52afc7fd1438fe2002815904e26e5ba7554c1,
openfema-74,FimaNfipPolicies,2,enclosureTypeCode,Enclosure Type Code,"Indicates if there is an enclosure below the lowest elevated floor of an elevated building, and if there is whether it is a full or partial enclosure. 
Legal values (value : description): 
F : Fully; 
P : Partially; 
N : None;",text,50,True,False,True,False,6059ccc2-9da1-4ea6-800f-1af48d22cce0,2024-08-27T19:21:04.454Z,0d4d5b64762e08c7bb8fe1adee83d7fcb7a7fb3a,
openfema-74,FimaNfipPolicies,2,buildingDescriptionCode,Building Description Code,"Indicates the description of the use of the insured building.
Legal values (value : description):
01 : Main House;
02 : Detached Guest House;
03 : Detached Garage;
04 : Agricultural Building;
05 : Warehouse;
06 : Pool House, Clubhouse, Recreation Building;
07 : Tool/Storage Shed;
08 : Other;
09 : Barn;
10 : Apartment Building;
11 : Apartment - Unit;
12 : Cooperative Building;
13 : Cooperative - Unit;
14 : Commercial Building;
15 : Condominium (Entire Building); 
16 : Condominium - Unit;
17 : House of Worship;
18 : Manufactured (Mobile) Home;
19 : Travel Trailer;
20 : Townhouse/Rowhouse;",smallint,51,True,False,True,False,8850bd47-3ac2-4ac9-8474-6609ba27655c,2024-08-27T19:21:04.454Z,e5ada4213c6a4a6eb3e57b112e993febc8b2e76d,
openfema-74,FimaNfipPolicies,2,insuranceToValueCode,Insurance to Value Code,"Code indicating the ratio of building insurance coverage purchased to the replacement cost value of the building
Legal values (value : description):
1 : Less than .50;
2 : .50 - .74;
3 : .75 or More;
NOTE: This data element is required for l98l Post-FIRM Zones V, V1-V30, and VE ratings",smallint,52,True,False,True,False,3a455b32-7d61-46bc-b8ab-45ef6f51fd9a,2024-08-27T19:21:04.454Z,0e65e16192a3e9a29199eee6f2c85fafe12f5640,
openfema-74,FimaNfipPolicies,2,postFirmVzoneIndicator,Post-FIRM V Zone Indicator,"This indicates, for 1981 Post-FIRM Zone V rating, whether certification has been provided in accordance with Section 60.3(e) (4) of the Federal floodplain management regulations. Yes is indicated with either a 'true' or '1'. No is indicated with either a 'false' or '0'.",boolean,53,True,False,True,False,fefd671a-5ca2-4e3f-b74e-61157b0216f0,2024-08-27T19:21:04.454Z,0d77723f1c096a952e68d1cfe85f7df8577a9ab3,
openfema-74,FimaNfipPolicies,2,floodproofedIndicator,Floodproofed Indicator,"Indicates if the insured structure is floodproofed. Yes is indicated with either a 'true' or '1'. No is indicated with either a 'false' or '0'.
NOTE: Floodproofing is any combination of structural and non-structural additions, changes, or adjustments to structures which reduce or eliminate flood damage to a property. Floodproofing may be an alternative to elevating a building to or above the BFE; however, the NFIP requires a Floodproofing Certificate prior to considering floodproofing mitigation measures in rating a structure",boolean,54,False,False,True,False,ab322ee6-e670-4892-b1a0-ba5e9b9ceee2,2024-08-27T19:21:04.454Z,cc85560a1c8aac43a41b146238485e0d30431998,
openfema-74,FimaNfipPolicies,2,waitingPeriodType,Waiting Period Type,"The type of waiting period used to issue the policy
Legal values (value : description):
S : Standard; 
C : Loan Closing;
M : Map Revision;
N : No waiting period;
W: Post-Wildfire;",text,55,True,False,True,False,cf9b2afe-b2a6-4329-996d-6eaf568b7dc7,2024-08-27T19:21:04.454Z,d60b5bf6e601b437f49809d64e91e215c92ec3df,
openfema-74,FimaNfipPolicies,2,rolloverTransferCode,Rollover/Transfer Code,"Code that indicates the type of new business being reported by the company
Legal Values:
N : New Issue;
R : Rollover / Renewal;
E : (Canceled effective May 1, 2005);
Z : Rewritten for TRRP cancellation reason codes 22, 24 and 25;
T : Transfer;
O : RiskRating 2.0 Opt-In option. Only available until March 31, 2022;",text,56,True,False,True,False,5d8af762-bd1b-4900-8f59-a14c4c4cb509,2024-08-27T19:21:04.454Z,3134699326310ab5d1335e1ebee1709d9e0bd202,
openfema-74,FimaNfipPolicies,2,endorsementEffectiveDate,Endorsement Effective Date,Date that a policy endorsement goes into effect.,date,57,True,False,True,False,5204339b-3511-4070-b098-0656ccc0bb7d,2024-08-27T19:21:04.454Z,9c63f1d0995063e74d307f3377d71e856247710a,
openfema-74,FimaNfipPolicies,2,propertyPurchaseDate,Property Purchase Date,Indicates the date that the insured property was purchased.,date,58,True,False,True,False,dce5800a-cbe3-4af3-9238-0da3948f683f,2024-08-27T19:21:04.454Z,93ce847bfe96382380d9c2b4812c05f9bd751ab1,
openfema-74,FimaNfipPolicies,2,rentalPropertyIndicator,Rental Property Indicator,"Indicates if the property is a rental property. Yes is indicated with either a 'true' or '1'. No is indicated with either a 'false' or '0'.
NOTE: A rental property is a property from which the owner receives payment from the occupant(s), known as tenants, in return for occupying or using the property. Rental properties may be either residential or commercial.",boolean,59,False,False,True,False,0a4dfbd4-bf1e-49a0-b181-051ed4ce8ae7,2024-08-27T19:21:04.454Z,c6b8621c231687e5daf01c11bc2f2cb4365357b5,
openfema-74,FimaNfipPolicies,2,tenantIndicator,Tenant Indicator,Policy Holder is a tenant and not the owner of the property. Yes is indicated with either a 'true' or '1'. No is indicated with either a 'false' or '0',boolean,60,False,False,True,False,393e382e-03a2-44ec-b577-c9f59b181311,2024-08-27T19:21:04.454Z,31018828702cbdfa314dd5c8d46c965e64912301,
openfema-74,FimaNfipPolicies,2,stateOwnedIndicator,State-Owned Indicator,"Indicates whether insured property is state owned. Yes is indicated with either a 'true' or '1'. No is indicated with either a 'false' or '0'.
NOTE: State owned property is land or other assets that are legally owned by  the state.",boolean,61,False,False,True,False,0381a389-8c65-4be8-b2f9-cf28556dc30b,2024-08-27T19:21:04.454Z,663fcc328340a7b01c2269b3860d6e0b45ec9bf1,
openfema-74,FimaNfipPolicies,2,disasterAssistanceCoverageRequiredCode,Disaster Assistance Coverage Required Code,"Indicates which federal agency has required the purchase of flood insurance as a requirement for disaster assistance.
Legal values (value : description):
0 : Not Required;
1 : SBA;
2 : FEMA;
4 : HHS (canceled, effective October 1, 2009);
5 : Other Agency;",smallint,62,True,False,True,False,543605c0-9ce0-4e58-a5d2-7327ddb0af50,2024-08-27T19:21:04.454Z,4d9955321170facab633d48263df545ccb08a3f5,
openfema-74,FimaNfipPolicies,2,mandatoryPurchaseFlag,Mandatory Purchase Flag,Indicates if the policy is required by the mortgage lender. Yes is indicated with either a 'true' or '1'. No is indicated with either a 'false' or '0',boolean,63,False,False,True,False,7509094d-ae66-4511-8880-93c5be2d9627,2024-08-27T19:21:04.454Z,f514d553235f637b4b6a876ca96ce7dfccf2d0d8,
openfema-74,FimaNfipPolicies,2,grandfatheringTypeCode,Grandfathering Type Code,"Type of grandfathering, if applicable, in place for rating
Legal values (value : description):
1 : No Grandfathering;
2 : Grandfathering Built to Code;
3 : Grandfathering Continuous Coverage;
Note: Grandfathering is a rating procedure that enables policyholders to use a prior food map for rating if the building was built in compliance or continuously insured",smallint,64,True,False,True,False,07da86f0-7999-464a-a226-3e214d495d73,2024-08-27T19:21:04.454Z,035f9a3be478120406bb413b743ebfca690d23f5,
openfema-74,FimaNfipPolicies,2,nfipRatedCommunityNumber,Rated NFIP Community ID Number,Asix-digit designation identifying the rated NFIP community. The first two numbers are the state code. The next four are the FEMA-assigned community number. An alphabetical suffix is added to a community number to identify revisions in the FIRM for that community,text,65,True,False,True,False,a3f73883-957b-4bb6-b154-413c0a136cfb,2024-08-27T19:21:04.454Z,877fc04bf2ef377338e42c747554c96c86572783,
openfema-74,FimaNfipPolicies,2,nfipCommunityNumberCurrent,Current NFIP Community Number,Asix-digit designation identifying the current NFIP community. The first two numbers are the state code. The next four are the FEMA-assigned community number. An alphabetical suffix is added to a community number to identify revisions in the FIRM for that community,text,66,True,False,True,False,e026cca4-59cb-46d9-89ee-c8a9e32a8def,2024-08-27T19:21:04.454Z,32519babb5db9a6ccb212c9f6277b79810267986,
openfema-74,FimaNfipPolicies,2,nfipCommunityName,Rated NFIP Community Name,Alocalpoliticalentitythat has the authority to adopt and enforce floodplain ordinances for the area under its jurisdiction.,text,67,True,False,True,False,783eae4e-c7ac-4cca-9ac4-cd8bddafbf94,2024-08-27T19:21:04.454Z,973342ba2a37409b530bf647ab76856b420e5b89,
openfema-74,FimaNfipPolicies,2,programTypeIndicator,Program Type Indicator,"Indicates if a property is qualified for emergency program coverage (true) or regular coverage (false). Yes is indicated with either a 'true' or '1'. No is indicated with either a 'false' or '0'.
NOTE: The initial phase of a communitys participation in the NFIP, as prescribed by Section 1306 of the National Flood Insurance Act of 1968 (NFIA) (42 U.S.C. 4056). In this phase, limited amounts of coverage are available.",boolean,68,False,False,True,False,b7289ff2-9a33-4a2d-acbc-70801085f00f,2024-08-27T19:21:04.454Z,2cbf16907adb2f8ca5a6d231a347e63ac1716720,
openfema-74,FimaNfipPolicies,2,mapPanelNumber,Map Panel Number,"Either the current map panel number for the property or the map panel number being used for rating, depending on MapInfo Type.",text,69,True,False,True,False,3601ba35-934e-4e72-9388-176bb3ef876f,2024-08-27T19:21:04.454Z,f004764e617ff4bbcea55494f009b1e5819a3c2f,
openfema-74,FimaNfipPolicies,2,mapPanelSuffix,Map Panel Suffix,"Either the current map panel suffix for the property or the map panel suffix used for rating, depending on MapInfo Type.",text,70,True,False,True,False,5f2b1c26-798a-4e01-9357-0b8771254df4,2024-08-27T19:21:04.454Z,8f09e4fef6c486905cb8c70203beace664435dc2,
openfema-74,FimaNfipPolicies,2,floodZoneCurrent,Current Flood Zone,"Flood zone derived from the Flood Insurance Rate Map (FIRM) where the insured property is currently located.

A - Special Flood with no Base Flood Elevation on FIRM; 
AE, A1-A30 - Special Flood with Base Flood Elevation on FIRM; 
A99 - Special Flood with Protection Zone; 
AH, AHB* - Special Flood with Shallow Ponding; 
AO, AOB* - Special Flood with Sheet Flow; 
X, B - Moderate Flood from primary water source.  Pockets of areas subject to drainage problems; 
X, C - Minimal Flood from primary water source.  Pockets of areas subject to drainage problems; 
D - Possible Flood; 
V - Velocity Flood with no Base Flood Elevation on FIRM; 
VE, V1-V30 - Velocity Flood with Base Flood Elevation on FIRM; 
AE, VE, X - New zone designations used on new maps starting January 1, 1986, in lieu of A1-A30, V1-V30, and B and C; 
AR - A Special Flood Hazard Area that results from the decertification of a previously accredited flood protection system that is determined to be in the process of being restored to provide base flood protection;
AR Dual Zones - (AR/AE, AR/A1-A30, AR/AH, AR/AO, AR/A) Areas subject to flooding from failure of the flood protection system (Zone AR) which also overlap an existing Special Flood Hazard Area as a dual zone; 

*AHB, AOB, ARE, ARH, ARO, and ARA are not risk zones shown on a map, but are acceptable values for rating purposes",text,71,True,False,True,False,18a8f34d-e6de-4296-9e91-2ffaeb917f4b,2024-08-27T19:21:04.454Z,16ef59237309edeb46c716d2af5ed5264ef393c1,
openfema-74,FimaNfipPolicies,2,femaRegion,FEMA Region,FEMA Region,smallint,72,True,False,True,False,013d295f-37b7-4525-b5b5-95c34e55b27b,2024-08-27T19:21:04.454Z,9ebdc88d8d1adc3da8b273c3531c0632a4bbbe5a,
openfema-74,FimaNfipPolicies,2,propertyState,Property State,The two-character alpha abbreviation of the state in which the insured property is located,text,73,True,False,True,False,742c6a09-662d-4233-b408-d6aa38873229,2024-08-27T19:21:04.454Z,5462509b0ba19af34bbaed08a4c3205b4c6353f1,
openfema-74,FimaNfipPolicies,2,reportedCity,Reported City,City where the insured building is located,text,74,True,False,True,False,c336bc52-356d-4339-9fd4-3856e358ed61,2024-08-27T19:21:04.454Z,245478a7a1066ec40a3c20e0ff5bae28c8dc4e70,
openfema-74,FimaNfipPolicies,2,reportedZipCode,Reported Zip Code,5-digit Postal  Zip Code for the insured property reported by WYO partners,text,75,True,False,True,False,934b4951-79a5-4087-aa68-b2926c486878,2024-08-27T19:21:04.454Z,1f764bc6ea79b7c015611135e29f368fe9d42120,
openfema-74,FimaNfipPolicies,2,countyCode,County Code,"FIPS code uniquely identifying the primary county (e.g., 011 represents Broward County) associated with the project. Note, the County Code field may not reflect the individual county the property is located as projects can be associated with more than one county",text,76,True,False,True,False,d28ca34c-2b03-4b29-ae87-55c045572e51,2024-08-27T19:21:04.454Z,9a58899e01f83e6a2d111302db9231463cef8971,
openfema-74,FimaNfipPolicies,2,censusTract,Census Tract,US Census Bureau defined census Tracts; statistical subdivisions of a county or equivalent entity that are updated prior to each decennial census. The NFIP relies on our geocoding service to assign census tract code,text,77,True,False,True,False,551a8801-003e-46c2-964f-141235880be7,2024-08-27T19:21:04.454Z,07725faae0683845ae63614c68bb8dec01aff5d0,
openfema-74,FimaNfipPolicies,2,censusBlockGroupFips,Census Block Group FIPS,"The first digit of the census block number identifies the block group. Block numbers beginning with a zero (in Block Group 0) are associated with water-only areas. Typically, Block Groups have a population of 600 to 3,000 people",text,78,True,False,True,False,d832e2d2-158a-4e15-a7b6-cdbfcca278ca,2024-08-27T19:21:04.454Z,24802d5d5dd0e512bf0b730d4784d0ab3aed738b,
openfema-74,FimaNfipPolicies,2,latitude,Latitude,Approximate latitude of the insured building (to 1 decimal place). This represents the approximate location of the insured property. The precision has been lessened to ensure individual privacy. This may result in a point location that exists in an incorrect county or state. Use the state and county fields for record aggregation for these dimensions,"decimal(9,1)",79,True,False,True,False,5bd3aa38-e6dc-45ce-ae00-d57138649f10,2024-08-27T19:21:04.454Z,216c17b78be2010f499f1f2401b4c74afbde3173,
openfema-74,FimaNfipPolicies,2,longitude,Longitude,Approximate longitude of the insured building (to 1 decimal place). This represents the approximate location of the insured property. The precision has been lessened to ensure individual privacy. This may result in a point location that exists in an incorrect county or state. Use the state and county fields for record aggregation for these dimensions,"decimal(9,1)",80,True,False,True,False,9332e621-d564-4d0d-afd7-c41008e9ba71,2024-08-27T19:21:04.454Z,f9591782c9dc1526753f42f33baae1c4899c652b,
openfema-74,FimaNfipPolicies,2,id,ID,Unique ID assigned to the record,uuid,81,True,False,False,True,a204f563-783c-4410-9110-8f0d179d1ff5,2024-08-27T19:21:04.454Z,c17cff0edd68bd8854422cecadd4d18bf5fc1841,
